clip_id,original_video_id,text_refined,text_final,review_decision,quality_level,content_label,thesis_score
v169_c010,aRM8LmNkuo4,"Vào khoảng đầu tháng 11, bà con thường tích trữ nước trong kênh rạch, hồ ao để sử dụng cho 6 tháng mùa khô.",Thường về cuối mùa mưa tức là khoảng đầu tháng 11 thì bà con sẽ tích chữ nước,REVERT,MEDIUM,WEATHER_CORE,60
v169_c011,aRM8LmNkuo4,"Bà con ở đồng bằng sông Cửu Long thường tích trữ nước trong kênh rạch Hồ Ao vào cuối mùa mưa, tức khoảng đầu tháng 11, để sử dụng cho 6 tháng mùa khô.",trong kênh rạch Hồ Ao để có thể sử dụng cho 6 tháng mùa khô.,REVERT,MEDIUM,NON_WEATHER,10
v169_c012,aRM8LmNkuo4,"Còn vào năm nay, do mùa mưa kết thúc muộn, điều này đồng nghĩa với việc người dân ở đồng bằng sông Cửu Long sẽ giảm bớt được một tháng khô hạn.",Còn vào năm nay do là mùa mưa thì kết thúc muộn đồng nghĩa với việc,REVERT,LOW,NON_WEATHER,0
v169_c013,aRM8LmNkuo4,"Do mùa mưa năm nay kết thúc muộn, bà con ở đồng bằng sông Cửu Long đã bớt đi được 1 tháng khô hạn.",là bà con bớt đi được 1 tháng khô hạn.,REVERT,LOW,NON_WEATHER,0
v169_c014,aRM8LmNkuo4,Sự xâm nhập mặn ở đồng bằng sông Cửu Long phụ thuộc chủ yếu vào nguồn nước từ thượng nguồn sông Mê Kông.,Còn sâm nhập mặn ở đồng bằng sâm Cửu Long thì lại phụ thuộc vào nguồn nước,REVERT,LOW,NON_WEATHER,0
v169_c015,aRM8LmNkuo4,Xâm nhập mặn ở đồng bằng sông Cửu Long chủ yếu phụ thuộc vào nguồn nước từ thượng nguồn sông Mê Kông chảy về.,từ thượng nguồn sông Mê Công chảy về là chính.,REVERT,LOW,NON_WEATHER,0
v169_c016,aRM8LmNkuo4,"Nếu nguồn nước từ thượng nguồn sông Mê Công chảy về nhiều, sẽ có tác dụng làm loãng nước mặn mỗi khi thủy triều lên, từ đó đẩy lùi mặn ra ngoài cửa sông.",Nếu như nguồn nước về nhiều thì sẽ có tác dụng là làm loãng nước mặn,REVERT,LOW,NON_WEATHER,0
v169_c017,aRM8LmNkuo4,"Mỗi khi thủy triều lên, nước sẽ đẩy lùi mặn ra ngoài cửa sông.",mỗi khi mà thủy chiều lên do đó thì nó sẽ đẩy lùi mặn ra ngoài cửa sông.,REVERT,MEDIUM,NON_WEATHER,30
v169_c018,aRM8LmNkuo4,"Còn ngược lại, nếu nguồn nước từ thượng nguồn sông Mê Công về ít, thì mặn sẽ lại xâm nhập sâu vào hàng chục, thậm chí hơn 100 km.",Còn ngược lại thì mặn sẽ lại sâm nhập sâu cả vào hàng chục,REVERT,LOW,NON_WEATHER,0
v169_c019,aRM8LmNkuo4,Mặn sẽ lại xâm nhập sâu vào hàng chục km và thậm chí hơn 100 km nữa.,và thậm chí là hơn 100 km nữa.,REVERT,LOW,NON_WEATHER,0
v169_c020,aRM8LmNkuo4,"Nguồn nước chảy về đồng bằng sông Cửu Long bao gồm lượng nước từ Biển Hồ, Campuchia, dòng chảy trên sông Mê Công và lượng nước từ các hồ chứa thượng nguồn.","Nguồn nước chảy về đồng bằng sông Cửu Long bao gồm lượng nước ở Biển Hồ,",REVERT,LOW,NON_WEATHER,0
v169_c021,aRM8LmNkuo4,"Nguồn nước chảy về đồng bằng sông Cửu Long bao gồm lượng nước từ Biển Hồ, Campuchia, dòng chảy trên sông Mê Công và lượng nước ở các hồ chứa thượng nguồn.","Campuchia, dòng chảy trên sông Mê Công và lượng nước ở các hồ chứa thượng nguồn.",REVERT,LOW,NON_WEATHER,0
v169_c022,aRM8LmNkuo4,"Đến nay, tổng dung tích trữ nước trên các hồ phía thượng nguồn đã đạt gần 86%.",Đến nay thì tổng dung tích trữ nước trên các hồ phía thượng nguồn đạt gần 86%.,REVERT,LOW,NON_WEATHER,0
v169_c023,aRM8LmNkuo4,Lưu lượng nước trên sông Mê Công hiện đang thấp hơn mức trung bình nhiều năm.,Lưu lượng nước trên sông Mê Công đang ở mức thấp hơn trung bình nhiều năm.,REVERT,HIGH,WEATHER_CORE,80
v169_c024,aRM8LmNkuo4,"Đến nay, tại trạm Gratia gần đồng bằng sông Cửu Long, mực nước vẫn thấp hơn khoảng 33 cm so với mức trung bình nhiều năm.",Đến nay thì tại trạm Gratia gần đồng bằng sông Cửu Long vẫn thấp hơn khoảng,REVERT,LOW,NON_WEATHER,0
v169_c025,aRM8LmNkuo4,"Tại trạm Gratia gần đồng bằng sông Cửu Long, mực nước hiện thấp hơn khoảng 33 cm so với mức trung bình nhiều năm.",33 cm so với trung bình nhiều năm.,REVERT,LOW,NON_WEATHER,0
v169_c026,aRM8LmNkuo4,Nguồn nước thứ ba cung cấp cho đồng bằng sông Cửu Long là từ Biển Hồ.,Nguồn nước thứ 3 về đồng bằng sông Cửu Long là Biển Hồ.,REVERT,LOW,NON_WEATHER,0
v169_c027,aRM8LmNkuo4,Tổng dung tích nước hiện tại đang cao hơn so với cùng thời kỳ của hai năm mặn lịch sử là 2015 và 2019.,Tổng dung tích nước đang cao hơn cùng thời kỳ 2 năm mặn lịch sử là 2015 và 2019.,REVERT,LOW,NON_WEATHER,0
v169_c028,aRM8LmNkuo4,"Tổng dung tích nước trên các hồ phía thượng nguồn hiện đạt gần 86%, nhưng vẫn thấp hơn so với trung bình hàng năm khoảng gần 3,5 tỷ mét khối.","Nhưng vẫn thấp hơn so với trung bình hàng năm khoảng gần 3,5 tỷ mét khối.",REVERT,MEDIUM,NON_WEATHER,0
v169_c029,aRM8LmNkuo4,"Từ nay đến cuối năm, các hồ trên lưu vực sẽ tiếp tục tích trữ nước, dẫn đến dòng chảy về đồng bằng sông Cửu Long giảm, có thể gây ra tình trạng xâm nhập mặn sớm ngay từ đầu mùa khô.",Từ nay đến cuối năm thì các hồ trên lưu vực sẽ còn tiếp tục tích trữ nước,REVERT,HIGH,WEATHER_CORE,60
v169_c030,aRM8LmNkuo4,Dòng chảy về đồng bằng sông Cửu Long sẽ còn giảm do các hồ trên lưu vực tiếp tục tích trữ nước đến cuối năm.,nên dòng chảy về đồng bằng sông Cửu Long còn giảm.,REVERT,LOW,NON_WEATHER,0
v169_c031,aRM8LmNkuo4,Đây là nguyên nhân có thể khiến xâm nhập mặn xảy ra sớm ngay từ đầu mùa khô.,Đây là nguyên nhân có thể làm mặn xâm nhập sớm ngay từ đầu mùa khô.,REVERT,LOW,NON_WEATHER,0
v169_c032,aRM8LmNkuo4,Viện Khoa học Thủy lợi Biển Nam đã đưa ra những nhận định ban đầu về đợt xâm nhập mặn của năm nay.,Và Viện Khoa học Thủy lợi Biển Nam cũng đã có những nhận định ban đầu,REVERT,LOW,NON_WEATHER,0
v169_c033,aRM8LmNkuo4,"Viện Khoa học Thủy lợi miền Nam đã có những nhận định ban đầu về đợt xâm nhập mặn của năm nay, dự báo rằng mùa khô năm 2021-2022 sẽ có tình trạng xâm nhập mặn đến sớm hơn trung bình hàng năm khoảng 1,5 tháng, với mức độ xâm nhập mặn trong tháng 12 khoảng 20-30 km.",về đợt xâm nhập mặn của năm nay.,REVERT,LOW,NON_WEATHER,0
v169_c034,aRM8LmNkuo4,"Theo kết quả nghiên cứu dự báo của Viện Khoa học Thủy lợi Biển Nam, mùa khô năm 2021-2022 sẽ có tình trạng xâm nhập mặn đến sớm hơn trung bình hàng năm khoảng 1,5 tháng, với độ mặn dự báo trong tháng 12 khoảng 20-30 km.",Về tổng quan thì theo kết quả nghiên cứu dự báo tính toán của Viện Khoa học Thủy lợi Biển Nam,REVERT,LOW,NON_WEATHER,0
v169_c035,aRM8LmNkuo4,"Mùa khô năm 2021-2022 được dự báo sẽ có ít nước và xâm nhập mặn đến sớm hơn trung bình hàng năm khoảng 1,5 tháng.","mùa khô năm 2021-2022 được dự báo là 5 ít nước có xâm nhập mặn đến sớm hơn trung bình hàng năm khoảng 1,5 tháng.",REVERT,LOW,NON_WEATHER,0
v169_c036,aRM8LmNkuo4,"Danh mặn dự báo sẽ đạt 400 mg/l trong tháng 12, với mức xâm nhập khoảng 20-30 km.",Danh mặn là 400 nít trong tháng 12 sẽ khoảng 20-30 km.,REVERT,LOW,NON_WEATHER,0
v169_c037,aRM8LmNkuo4,"Với mức độ xâm nhập mặn 400 nít trong tháng 12, hiện tại chưa có tác động đến các cửa lấy nước và hệ thống thủy lợi ở vùng cửa sông.","Như vậy với danh mặn này thì nó chưa ảnh hưởng tác động đến các cửa đánh nước,",REVERT,LOW,NON_WEATHER,0
v169_c038,aRM8LmNkuo4,Các hệ thống thủy lợi ở ven biển và vùng cửa sông đang chịu ảnh hưởng từ tình trạng xâm nhập mặn.,"các hệ thống thủy lợi ở vẹp biển, vùng cửa sông.",REVERT,LOW,NON_WEATHER,0
v169_c039,aRM8LmNkuo4,"Từ tháng 1 đến tháng 2, dự báo danh mặn sẽ xuất hiện trong cửa sông Cửu Long với mức từ 50-65 km, cao hơn trung bình nhiều năm từ 5-10 km.",Tuy nhiên từ tháng 1 đến tháng 2 thì danh mặn sẽ được dự báo,REVERT,LOW,NON_WEATHER,0
v169_c040,aRM8LmNkuo4,"Dự báo từ tháng 1 đến tháng 2 năm 2022, độ mặn sẽ xâm nhập trong cửa sông Cửu Long từ 50-65 km, cao hơn mức trung bình nhiều năm từ 5-10 km.","sẽ trong cửa sông Cửu Long từ 50-65 km, cao hơn trung bình nhiều năm từ 5-10 km.",REVERT,LOW,NON_WEATHER,0
v169_c041,aRM8LmNkuo4,Vùng xâm nhập mặn đã đi qua hoặc ngang các cửa lấy nước và các hệ thống công trình thủy lợi.,"Vậy vùng xâm nhập mặn đã đi qua hoặc là ngang các cửa đánh nước, các hệ thống công trình thủy lợi.",REVERT,LOW,NON_WEATHER,0
v169_c042,aRM8LmNkuo4,"Chính vì vậy, người dân ở khu vực cửa sông cần phải kiểm tra độ mặn trước khi lấy nước vào phục vụ sản xuất và đời sống.",Chính vì vậy người dân ở khu vực đánh nước cần phải kiểm tra đồ mặn,REVERT,LOW,NON_WEATHER,0
v169_c043,aRM8LmNkuo4,Người dân ở khu vực lấy nước cần kiểm tra độ mặn trước khi sử dụng để phục vụ sản xuất và đời sống.,trước khi lấy vào để phục vụ sản xuất cũng như là đời sống của người dân.,REVERT,LOW,NON_WEATHER,0
v169_c044,aRM8LmNkuo4,"Trong trường hợp tháng 3 không có sự gia tăng xả từ các công trình hồ chứa và thủy điện, mức độ xâm nhập mặn sẽ tương đương với tháng 2 năm 2022.","Trong trường hợp tháng 3 mà không có sự gia tăng xả từ thường lưu của các công trình hồ chứa,",REVERT,LOW,NON_WEATHER,0
v169_c045,aRM8LmNkuo4,"Trong trường hợp tháng 3 không có sự gia tăng xả từ các công trình hồ chứa, thủy điện, thì mức độ xâm nhập mặn sẽ tương đương với tháng 2 năm 2022.",thủy điện thì danh mặn sẽ tương đương như tháng 2 năm 2022.,REVERT,LOW,NON_WEATHER,0
v169_c046,aRM8LmNkuo4,"Trải qua hai đợt xâm nhập mặn lịch sử chưa từng có và những mùa nước mặn trên mức trung bình, đồng bằng sông Cửu Long đang có những chuyển đổi để thích ứng với biến đổi khí hậu.",Trải qua 2 đợt mặn lịch sử chưa từng có rồi những mùa nước mặn trên mức trung bình,REVERT,LOW,NON_WEATHER,0
v169_c047,aRM8LmNkuo4,Xâm nhập mặn đang và sẽ còn thường xuyên xuất hiện hơn tại đồng bằng sông Cửu Long.,thì đang và sẽ còn thường xuyên xuất hiện hơn thì đồng băng sông Cửu Long,REVERT,LOW,NON_WEATHER,0
v169_c048,aRM8LmNkuo4,Đồng bằng sông Cửu Long cũng đang có những chuyển đổi để thích ứng với sự biến đổi của thiên tai.,cũng đang có những chuyển đổi để thích ứng theo sự biến đổi của thiên tai.,REVERT,LOW,NON_WEATHER,0
v169_c049,aRM8LmNkuo4,"Sau đợt mặn lịch sử, nhiều điều đã trở thành thông lệ mới, như việc xuống giống sớm vụ đông xuân để né mặn trên toàn vùng và chuyển đổi từ trồng lúa sang cây ăn quả, nuôi trồng thủy sản, nhằm thích ứng với tình hình hạn mặn ngày càng gia tăng.",Có những điều đã trở thành thông lệ mới sau đợt mặn lịch sử,REVERT,LOW,NON_WEATHER,0
v169_c050,aRM8LmNkuo4,Việc xuống giống sớm vụ đông xuân đã trở thành thói quen mới nhằm né tránh tình trạng xâm nhập mặn trên toàn vùng.,như là việc xuống giống sớm vụ đông xuân để có thể né mặn trên toàn vùng,REVERT,LOW,NON_WEATHER,0
v169_c051,aRM8LmNkuo4,"Thay vì chỉ áp dụng cục bộ như trước đây, người dân đã bắt đầu xuống giống sớm vụ đông xuân để né tránh tình trạng xâm nhập mặn trên toàn vùng.",thay vì là cục bộ như trước đây.,REVERT,LOW,NON_WEATHER,0
v169_c052,aRM8LmNkuo4,Việc chuyển đổi từ trồng lúa sang cây ăn quả và nuôi trồng thủy sản đang trở thành xu hướng mới để thích ứng với tình hình xâm nhập mặn ngày càng gia tăng tại đồng bằng sông Cửu Long.,Hay là việc chuyển đổi từ trồng lúa sang cây ăn quả và nuôi trồng thủy sản,REVERT,LOW,NON_WEATHER,0
v169_c053,aRM8LmNkuo4,"Đó là những đối tượng có nhu cầu sử dụng nước ngọt thấp hơn, do đó sẽ mang lại hiệu quả cao hơn.",đó là những đối tượng có nhu cầu dùng nước ngọt ít hơn và nó sẽ hiệu quả hơn.,REVERT,LOW,NON_WEATHER,0
v169_c054,aRM8LmNkuo4,"Không chỉ dựa vào các chính sách và đường lối, mà mỗi người dân cũng chủ động tìm ra những mô hình hiệu quả để thích ứng với tình trạng xâm nhập mặn.","Không chỉ là những chính sách, đường lối mà chính mỗi người dân cũng chủ động",REVERT,LOW,NON_WEATHER,0
v169_c055,aRM8LmNkuo4,Người dân cũng chủ động tìm ra những mô hình hiệu quả để sẵn sàng thích ứng với hạn mặn.,để tìm to ra những mô hình hiệu quả để sẵn sàng thích ứng với hạn mặn.,REVERT,LOW,NON_WEATHER,0
v169_c056,aRM8LmNkuo4,"Nằm sát biển, Tiền Giang là một trong những tỉnh chịu tác động lớn nhất từ xâm nhập mặn, và năm nay, tình hình xâm nhập mặn được dự báo tương đương với năm ngoái, khiến nhiều địa phương trong tỉnh chủ động nạo vét kênh mương, đào giếng và gia cố bờ bao.","Nằm sát biển, Tiền Giang là một trong những tỉnh chịu tác động lớn nhất từ xâm nhập mặn.",REVERT,HIGH,WEATHER_CORE,85
v169_c057,aRM8LmNkuo4,"Năm nay, xâm nhập mặn tại tỉnh Tiền Giang được dự báo sẽ tương đương với năm ngoái, vì vậy nhiều địa phương trong tỉnh đã chủ động nạo vét kênh mương, đào giếng và gia cố bờ bao.","Biết được năm nay xâm nhập mặn tương đương với năm ngoái,",REVERT,LOW,NON_WEATHER,0
v169_c058,aRM8LmNkuo4,"Đến nay, nhiều địa phương trong tỉnh Tiền Giang đã chủ động nạo vét kênh mương, đào giếng và gia cố bờ bao để ứng phó với tình trạng xâm nhập mặn.","đến nay thì nhiều địa phương trong tỉnh đã chủ động nảo vét canh mương, đào giếng, gia cố bở bao.",REVERT,LOW,NON_WEATHER,0
v169_c059,aRM8LmNkuo4,Cánh đồng lúa ở tỉnh Tiền Giang hiện đang có nguồn nước ngọt dồi dào.,Cánh đồng lúa ở tỉnh Tiền Giang nguồn nước ngọt đang rất rồi rào.,REVERT,LOW,NON_WEATHER,0
v169_c060,aRM8LmNkuo4,Các vườn sầu riêng tại tỉnh Tiền Giang hầu hết đều được trang bị hệ thống vòi phun tiết kiệm nước để sử dụng trong mùa hạn mặn.,Các vườn sầu riêng hầu hết đều có hệ thống vỏi phun tiết kiệm nước sử dụng vào mùa hạn mặn.,REVERT,LOW,NON_WEATHER,0
v169_c061,aRM8LmNkuo4,Các diện tích trồng rau tại tỉnh Tiền Giang đã được trang bị đầy đủ hệ thống bơm tưới nước.,Trên các diện tích trồng rau cũng được trang bị đầy đủ hệ thống bơm tưới nước.,REVERT,LOW,NON_WEATHER,0
v169_c062,aRM8LmNkuo4,"Nhiều địa phương ở tỉnh Tiền Giang đã tích cực tích trữ nước bằng nhiều phương pháp khác nhau, từ túi chứa nước cho đến các ao nước nhân tạo.","Nhiều nơi thì bà con đã tích cực tích chữ nước bằng mọi cách,",REVERT,LOW,NON_WEATHER,0
v169_c063,aRM8LmNkuo4,"Nhiều nơi, bà con đã tích cực tích trữ nước bằng nhiều phương pháp, từ túi chứa nước cho đến các ao nước nhân tạo.",từ túi chữ nước cho đến những ao nước nhân tạo.,REVERT,LOW,NON_WEATHER,0
v170_c000,arw3c3zo5Vg,Tiếp theo là những thông tin dự báo thời tiết từ biên tập viên Hương Liên.,Còn tiếp theo sẽ là những thông tin dự báo thời tiết đến từ biên tập viên thời tiết Hương Liên.,REVERT,LOW,NON_WEATHER,0
v170_c001,arw3c3zo5Vg,"Chào chị Hương Liên, theo dự báo, khu vực miền Nam chuẩn bị đón một đợt triều cường mới. Diễn biến cụ thể ra sao, thưa chị?","Chào chị Hương Liên, theo dự báo, khu vực miền Nam chuẩn bị đón một ợt chiều cường mới. Diễn biến cụ thể ra sao thôi chị?",REVERT,LOW,NON_WEATHER,0
v170_c002,arw3c3zo5Vg,"Vâng, anh Dương, trong 2 ngày cuối tuần này, chiều cường đầu tháng 11 âm lịch ở Nam Bộ sẽ đạt mức cao nhất của đợt.","Vâng anh Dương, 2 ngày cuối tuần này, chiều cường đầu tháng 11 âm lịch ở Nam Bộ sẽ lên cao nhất của đợt.",REVERT,MEDIUM,WEATHER_CORE,75
v170_c003,arw3c3zo5Vg,"Thưa quý vị khán giả, tại thành phố Hồ Chí Minh, dự báo mực nước tại Trạm Phú An vào ngày mai sẽ vượt báo động 3 khoảng 4 cm lúc 17 giờ.","Thưa quý vị khán giả, tại thành phố Hồ Chí Minh, dự báo mực nước tại Trạm Phú An vào ngày mai sẽ vượt báo động 3 khoảng 4cm lúc 17h,",REVERT,HIGH,WEATHER_CORE,90
v170_c004,arw3c3zo5Vg,"Thậm chí đến Chủ nhật, mực nước tại Trạm Phú An sẽ vượt báo động 3 khoảng 7cm vào lúc 18h.","thậm chí đến Chủ nhật, còn trên báo động 3 là 7cm lúc 18h.",REVERT,LOW,NON_WEATHER,0
v170_c005,arw3c3zo5Vg,Các tuyến đường trũng thấp tại thành phố Hồ Chí Minh sẽ khó tránh khỏi tình trạng ngập úng.,Các tuyến đường trũng thấp sẽ khó tránh khỏi cảnh ngập úng.,REVERT,HIGH,WEATHER_CORE,70
v170_c006,arw3c3zo5Vg,"Đặc biệt, quý vị hãy lưu ý các tuyến đường như Lê Văn Lương, Huỳnh Tấn Phát, huyện Nhà Bè và Trần Xuân Soạn, quận 7.","Đặc biệt, quý vị hãy lưu ý các tuyến đường sau đường Lê Văn Lương, Huỳnh Tấn Phát,",REVERT,LOW,NON_WEATHER,0
v170_c007,arw3c3zo5Vg,"Đặc biệt, quý vị hãy lưu ý các tuyến đường sau đường Lê Văn Lương, Huỳnh Tấn Phát, huyện Nhà Bè và Trần Xuân Soạn, quận 7, vì với mức triều cường trên 1m6, những tuyến đường này có thể bị ngập tới bánh xe máy.","huyện Nhà Bè, Trần Xuân Soạn, quận 7.",REVERT,LOW,NON_WEATHER,0
v170_c008,arw3c3zo5Vg,"Với mức triều cường trên 1,6 mét, những tuyến đường này có thể bị ngập đến bánh xe máy.","Với mức chiều cường trên 1m6, những tuyến đường này có thể bị ngập tới bánh xe máy.",REVERT,HIGH,WEATHER_CORE,85
v170_c009,arw3c3zo5Vg,"Nếu quý vị lái xe vào các tuyến đường trũng thấp, rất dễ bị chết máy, vì vậy hãy chú ý đến lịch trình di chuyển của mình.","Nếu quý vị lái xe vào, rất dễ bị chết máy. Vì vậy, hãy chú ý lịch trình di chuyển của mình.",REVERT,LOW,NON_WEATHER,0
v170_c010,arw3c3zo5Vg,"Không chỉ TP.HCM, mà Cần Thơ và Vĩnh Long cũng có khả năng bị ngập úng vào hai ngày cuối tuần do chiều cường đạt đỉnh.",Không chỉ có TP.HCM mà ở Cần Thơ và Vĩnh Long cũng có khả năng bị ngập úng,REVERT,HIGH,WEATHER_CORE,85
v170_c011,arw3c3zo5Vg,Cần Thơ và Vĩnh Long có khả năng bị ngập úng vào 2 ngày cuối tuần do chiều cường đạt đỉnh.,vào 2 ngày cuối tuần do chiều cường đạt đỉnh.,REVERT,MEDIUM,WEATHER_CORE,60
v170_c012,arw3c3zo5Vg,Mực nước cao nhất tại trạm Cần Thơ trên sông Hậu vượt báo động 3 khoảng 5 cm.,"Mực nước cao nhất tại chạm Cần Thơ trên sông Hậu vượt báo động 3 là khoảng 5cm,",REVERT,HIGH,WEATHER_CORE,90
v170_c013,arw3c3zo5Vg,Mực nước cao nhất tại trạm Mỹ Thuận trên sông Tiền sẽ vượt báo động 3 tới 20cm.,còn chạm Mỹ Thuận trên sông Tiền trên báo động 3 tới 20cm.,REVERT,LOW,NON_WEATHER,0
v170_c014,arw3c3zo5Vg,"Ở Bắc Bộ, kiểu thời tiết ngày nắng đêm rét vẫn tiếp tục duy trì, dự báo nhiệt độ thấp nhất đêm nay tại thủ đô Hà Nội và các thành phố khác sẽ dao động từ 7 đến 14 độ, trong khi vùng núi cao như Sapa, Đồng Văn hay thành phố Lạng Sơn chỉ còn 5 độ.","Ở Bắc Bộ vẫn duy trì kiểu ngày nắng đêm dét, dự báo nhiệt độ thấp nhất đêm nay ở thủ đô Hà Nội",REVERT,MEDIUM,WEATHER_CORE,75
v170_c015,arw3c3zo5Vg,Dự báo nhiệt độ thấp nhất đêm nay ở thủ đô Hà Nội và các thành phố khác sẽ dao động từ 7 đến 14 độ.,và các thành phố khác là từ 7 đến 14 độ.,REVERT,LOW,NON_WEATHER,0
v170_c016,arw3c3zo5Vg,"Vùng núi cao như Sa Pa, Đồng Văn và thành phố Lạng Sơn có nhiệt độ chỉ 5 độ.","Vùng núi cao như Sapa, Đồng Văn hay thành phố Lạng Sơn chỉ 5 độ.",REVERT,HIGH,WEATHER_CORE,90
v170_c017,arw3c3zo5Vg,Tiếp theo là dự báo chi tiết cho một số địa phương khác trên cả nước.,Tiếp theo sẽ là dự báo chi tiết cho một số nơi khác trên cả nước.,REVERT,HIGH,WEATHER_SUPPORT,50
v170_c018,arw3c3zo5Vg,"Hạ Long đêm nay không mưa, trời rét với nhiệt độ xuống sâu 11 độ, trong khi ngày mai sẽ có nắng nhiều và nhiệt độ tăng nhanh lên mức 22 độ.","Hạ Long đêm nay không mưa, trời dét sâu 11 độ. Ngày mai nắng nhiều, nhiệt độ lại tăng nhanh lên mức 22 độ.",REVERT,HIGH,WEATHER_CORE,90
v170_c019,arw3c3zo5Vg,"Đêm nay, Nha Trang có lúc có mưa với nhiệt độ 23 độ; ngày mai, trời chuyển nắng, nhiệt độ cao nhất đạt 26 độ.","Nha Trang đêm có lúc có mưa 23 độ. Ngày mai trời chuyển nắng, nhiệt độ cao nhất 26 độ.",REVERT,HIGH,WEATHER_CORE,85
v170_c020,arw3c3zo5Vg,"Đà Lạt đêm nay không mưa, trời rất lạnh với nhiệt độ 11 độ, và ngày mai sẽ có nắng đẹp, ấm áp với nhiệt độ đạt 20 độ.","Đà Lạt đêm nay không mưa, trời rất dét 11 độ. Ngày mai nắng đẹp và ấm áp 20 độ.",REVERT,HIGH,WEATHER_CORE,90
v170_c021,arw3c3zo5Vg,Hẹn gặp lại quý vị trong những bản tin tiếp theo.,Hẹn gặp lại các bạn trong những video tiếp theo.,REVERT,LOW,NON_WEATHER,0
v171_c000,b2IDNL9ySTY,Bão Assani dự báo sẽ suy yếu dần khi đi vào Biển Đông.,Bão Assani dự báo khi đi vào Biển Đông sẽ suy yếu dần.,REVERT,HIGH,WEATHER_CORE,85
v171_c001,b2IDNL9ySTY,"Lúc 13h hôm nay, tâm bão Assani đang ở trên vùng biển phía nam đảo Đài Loan với cường độ cấp 10, giật cấp 12.","Lúc 13h hôm nay, tâm bão Assani ở trên vùng biển phía nam đảo Đài Loan với cường độ cấp 10, giật cấp 12.",REVERT,HIGH,WEATHER_CORE,95
v171_c002,b2IDNL9ySTY,"Dự báo trong 24 giờ tới, bão Assani sẽ đi vào Biển Đông và dần suy yếu.","Dự báo trong 24h tới, bão sẽ đi vào Biển Đông.",REVERT,HIGH,WEATHER_CORE,80
v171_c003,b2IDNL9ySTY,"Đến 13h ngày mai, tâm bão sẽ ở khoảng 22,1 độ Vĩ Bắc, 118,2 độ Kinh Đông, với cường độ bão cấp 8, cấp 9, giật trên cấp 11.","Đến 13h ngày mai, tâm bão sẽ ở khoảng 22,1 độ Vĩ Bắc, 118,2 độ Kinh Đông, với cường độ bão cấp 8, cấp 9, giật trên cấp 11.",OK,HIGH,WEATHER_CORE,95
v171_c004,b2IDNL9ySTY,"Trong 24 đến 48 giờ tới, khi di chuyển về phía Bắc huyện đảo Hoàng Sa, bão sẽ dần suy yếu và chuyển thành áp thấp nhiệt đới.","Trong 24 đến 48 giờ tới, khi di chuyển về phía Bắc huyện đảo Hoàng Sa, bão sẽ dần suy yếu và trở thành áp thấp nhiệt đới.",REVERT,HIGH,WEATHER_CORE,90
v171_c005,b2IDNL9ySTY,"Hiện tại, những cơn mưa to đến rất to do ảnh hưởng của bão số 10 vẫn tiếp tục xảy ra ở khu vực miền núi tỉnh Quảng Nam.","Hiện tại, những cơn mưa to đến rất to do ảnh hưởng của bão số 10 vẫn đang tiếp tục xảy ra ở khu vực miền núi tỉnh Quảng Nam.",REVERT,HIGH,WEATHER_CORE,95
v171_c006,b2IDNL9ySTY,"Nguy cơ tái diễn tình trạng sạt lở đất tại các huyện Bắc Trà My, Nam Trà My, Phước Sơn và Tây Giang là rất cao.","Nguy cơ tái diễn tình trạng sạt lở đất tại các huyện Bắc Trà My, Nam Trà My, Phước Sơn và Tây Giang là rất cao.",OK,HIGH,WEATHER_CORE,85
v171_c007,b2IDNL9ySTY,"Trước tình hình nguy cơ sạt lở cao, tỉnh Quảng Nam đã tiến hành sơ tán trên diện rộng người dân tại các khu dân cư.","Trước tình hình này, tỉnh Quảng Nam đã tiến hành sơ tán trên diện rộng người dân tại các khu dân cư có nguy cơ bị sạt lở cao.",REVERT,HIGH,WEATHER_CORE,85
v171_c008,b2IDNL9ySTY,"Hiện tại, việc tìm kiếm 18 người còn mất tích tại xã Trà Leng và xã Trà Mai của huyện Nam Trà My và huyện Phước Sơn đang tạm dừng do mưa lũ phức tạp, mặc dù quân đội, công an và biên phòng vẫn duy trì lực lượng tại địa bàn.","Về việc tìm kiếm 18 người còn mất tích tại xã Trà Leng, xã Trà Mai của huyện Nam Trà Mi và huyện Phước Sơn,",REVERT,LOW,NON_WEATHER,0
v171_c009,b2IDNL9ySTY,"Hiện tại, quân đội, công an và biên phòng vẫn duy trì lực lượng tại địa bàn để hỗ trợ tìm kiếm 18 người còn mất tích tại xã Trà Leng và xã Trà Mai của huyện Nam Trà My và huyện Phước Sơn.","hiện quân đội, công an, biên phòng vẫn duy trì lực lượng tại địa bàn.",REVERT,LOW,NON_WEATHER,0
v171_c010,b2IDNL9ySTY,"Việc tìm kiếm 18 người còn mất tích tại xã Trà Leng và xã Trà Mai của huyện Nam Trà My và huyện Phước Sơn phải tạm dừng do mưa lũ phức tạp, nhưng lực lượng chức năng sẽ nối lại hoạt động ngay khi thời tiết thuận lợi.",Nhưng việc tìm kiếm phải tạm dừng do mưa lũ phức tạp. Lực lượng này sẽ nối lại hoạt động ngay sau khi thời tiết được thuận lợi.,REVERT,HIGH,WEATHER_CORE,85
